鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,主建物面積,附屬建物面積,陽台面積,電梯
"新竹市","土地","北門段1294地號","8.17","都市：其他:道路用地","","","1131105","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","547800","67050","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","仙水段361-1地號","0.04","都市：其他:道路用地","","","1131106","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","7439","0","","0","0","親友、員工、共有人或其他特殊關係間之交易；包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","光華段922-1地號","1.47","都市：其他:道路用地","","","1131108","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","75093","51084","","0","0","","0","0","0","無"
"新竹市","土地","民富段1304-4地號","99.8","都市：其他:道路用地","","","1131101","土地3建物0車位0","","","其他","","","","0","0","0","0","無","無","6360000","63727","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市寶山路７７號","85.24","住","","","1131102","土地1建物1車位0","全","二層","透天厝","","加強磚造","0600303","138.46","4","2","2","有","無","16000000","115557","","0","0","未登記建物；","138.46","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市關新東路１０８號八樓","24.77","住","","","1131101","土地2建物1車位1","八層","九層","華廈(10層含以下有AE-)","辦公用","鋼筋混凝土造","1030312","103.98","2","2","2","有","有","19500000","195341","坡道機械","8.25","800000","陽臺外推；夾層；","39.31","8.8","5.1","有"
"新竹市","房地(土地+建物)","新竹市新竹市林森路２０３號８樓之３","3.23","商","","","1131105","土地1建物1車位0","八層","十二層","住宅大樓(11層含以上有AE-)","商業用","鋼筋混凝土造","0801111","37.41","1","1","1","有","有","2500000","66827","","0","0","","25.03","0","2.14","有"
"新竹市","土地","自由段1000-2地號","14","","","","1131107","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","753200","53800","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","樹下段1215-1地號","130.31","","特定農業區","農牧用地","1131108","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","2298668","17640","","0","0","政府機關標讓售；","0","0","0","無"
"新竹市","土地","中華段870地號","172.76","都市：其他:道路用地","","","1131112","土地3建物0車位0","","","其他","","","","0","0","0","0","無","無","21945288","127028","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","西濱段693地號","154.77","都市：其他:道路用地","","","1131112","土地5建物0車位0","","","其他","","","","0","0","0","0","無","無","10812832","69864","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市東大路一段１５０號十一樓之２","32.01","住","","","1131101","土地1建物1車位1","十一層","十三層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","1120322","203.24","1","1","2","有","有","34500000","169750","坡道平面","45.01","0","","87.74","0","11.72","有"
"新竹市","房地(土地+建物)+車位","新竹市新竹市東大路一段５２巷１之２號８樓","11.56","住","","","1131103","土地1建物1車位1","八層","十二層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0850830","107.63","3","2","2","有","有","11800000","109635","坡道機械","0","0","","54.83","0","10.08","有"
"新竹市","土地","介壽段737-1地號","24.41","都市：其他:道路用地","","","1131120","土地3建物0車位0","","","其他","","","","0","0","0","0","無","無","5740655","235176","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","雅溪段209地號","70.69","都市：其他:道路用地","","","1131120","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","3341098","47264","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","民富段2652地號","0.96","都市：其他:道路用地","","","1131120","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","100000","0","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","古峰段659-2地號","1096.88","都市：其他:甲之四種風景區","","","1131101","土地16建物0車位0","","","其他","","","","0","0","0","0","無","無","14024200","12786","","0","0","","0","0","0","無"
"新竹市","土地","朝山段630-1地號","95.22","住","","","1131101","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","8582400","90132","","0","0","","0","0","0","無"
"新竹市","土地","和平段1048地號","124.38","都市：其他:道路用地","","","1131120","土地8建物0車位0","","","其他","","","","0","0","0","0","無","無","7523687","60490","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","舊社段11-63地號","18.41","都市：其他:園道用地","","","1131119","土地6建物0車位0","","","其他","","","","0","0","0","0","無","無","1360000","73873","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市明湖路７５１號地下四層之６","14.1","都市：其他:甲之三種風景區","","","1131103","土地1建物1車位0","地下四層","四層","華廈(10層含以下有AE-)","住家用","鋼筋混凝土造","0940220","50.46","1","1","1","有","有","4300000","85216","","0","0","","32.59","0","0","有"
"新竹市","土地","古峰段659-2地號","1100.63","都市：其他:甲之四種風景區","","","1131108","土地22建物0車位0","","","其他","","","","0","0","0","0","無","無","14005800","12725","","0","0","","0","0","0","無"
"新竹市","土地","南湖段74-2地號","69.87","","鄉村區","乙種建築用地","1131118","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2500000","35781","","0","0","","0","0","0","無"
"新竹市","土地","和平段57地號","74.51","都市：其他:道路用地","","","1131104","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","3274671","43949","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市至善街３５巷６號","13.41","","山坡地保育區","丙種建築用地","1131114","土地2建物1車位0","一層","八層","華廈(10層含以下有AE-)","住家用","鋼筋混凝土造","0861111","42.8","1","1","1","有","有","700000","16355","","0","0","含土地增值稅或其他稅費20990元；","22.32","0","3.6","有"
"新竹市","土地","水源段318地號","21.13","","鄉村區","乙種建築用地","1131108","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2236500","105845","","0","0","未登記建物；","0","0","0","無"
"新竹市","土地","溪橋段117地號","887.23","","特定農業區","農牧用地","1131120","土地4建物0車位0","","","其他","","","","0","0","0","0","無","無","8000000","9017","","0","0","1.本案標的有三七五租約，為承租人行使優先購買權之買賣。","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市經國路二段４７２號","103","住","","","1131113","土地1建物1車位0","全","二層","透天厝","住商用","加強磚造","0601211","138.16","4","2","3","有","無","30000000","217140","","0","0","","138.16","0","0","無"
"新竹市","土地","崙子段363-22地號","44","住","","","1131126","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","4200000","95455","","0","0","","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市關東路９巷２１號","40","商","","","1131113","土地1建物1車位0","全","三層","透天厝","","加強磚造","0590701","108.15","3","1","2","有","無","12000000","110957","","0","0","","108.15","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市食品路２７號地下室一樓之１３","9.64","住","","","1131118","土地2建物1車位0","地下一層","九層","華廈(10層含以下有AE-)","其他","鋼筋混凝土造","0870108","63.57","1","1","0","有","有","3770000","59305","","0","0","","43.04","0","0","有"
"新竹市","土地","雅溪段682地號","32.32","","山坡地保育區","農牧用地","1131110","土地3建物0車位0","","","其他","","","","0","0","0","0","無","無","3600000","111386","","0","0","","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市金城三路１３１號十三樓","30.08","住","","","1131103","土地1建物1車位1","十三層","十四層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","1061026","181.08","4","2","2","有","有","33880000","187100","坡道平面","0","0","增建：陽台加窗其他增建；","97.53","0","11.88","有"
"新竹市","土地","朝山段611地號","96.3","商","","","1131106","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","5825545","60494","","0","0","","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市中華路四段７０５之１０號二樓","6.81","工","","","1131110","土地2建物1車位0","二層","六層","華廈(10層含以下有AE-)","住家用","鋼筋混凝土造","0960630","28.52","1","1","1","有","有","2120000","74334","","0","0","","12.63","0","5.74","有"
"新竹市","土地","民富段2624地號","172.5","都市：其他:道路用地","","","1131112","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","31403900","182052","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","新雅段93地號","84.86","","特定農業區","農牧用地","1131121","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2000000","23568","","0","0","未登記建物；","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市中華路四段７０５之５２號六樓","6.81","工","","","1131113","土地2建物1車位0","六層","六層","華廈(10層含以下有AE-)","住家用","鋼筋混凝土造","0960630","28.61","1","0","1","有","有","1960000","68508","","0","0","陽臺外推；","13.03","0","5.4","有"
"新竹市","房地(土地+建物)","新竹市新竹市武陵路１７５巷３號２０樓之５","12.93","住","","","1131121","土地2建物1車位0","二十層","二十一層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0870718","116.22","3","2","2","有","有","13600000","117019","","0","0","親友、員工、共有人或其他特殊關係間之交易；","76.82","0.84","10.29","有"
"新竹市","土地","美山段248地號","76.36","住","","","1131113","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","3200000","41907","","0","0","未登記建物；","0","0","0","無"
"新竹市","車位","新竹市新竹市中正路２９６之１號","0.03","住","","","1131120","土地1建物1車位1","一層，騎樓","九層","其他","住宅、守衛室","鋼筋混凝土造","0880812","28.13","0","0","0","無","有","1600000","","坡道平面","0","1600000","僅車位交易；","0","0","0","有"
"新竹市","房地(土地+建物)","新竹市新竹市明湖路６５０巷２６號","17.84","","鄉村區","乙種建築用地","1131108","土地2建物1車位0","一層","五層","公寓(5樓含以下無AE-)","住家用","鋼筋混凝土造","0840128","70.84","3","1","1","有","無","652448","9210","","0","0","親友、員工、共有人或其他特殊關係間之交易；","61.37","4.5","3.32","無"
"新竹市","房地(土地+建物)","新竹市新竹市光復路二段３０７號１４樓","10.53","住","","","1131106","土地1建物1車位0","十四層","二十二層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0830301","172.42","4","2","2","有","有","16800000","97436","","0","0","親友、員工、共有人或其他特殊關係間之交易；","136.47","0","17.34","有"
"新竹市","房地(土地+建物)+車位","新竹市新竹市中華路５段３７號７Ｆ－３","5.94","商","","","1131120","土地1建物1車位1","七層","十二層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0831013","63.09","3","2","2","有","有","2500000","39626","坡道平面","0","0","親友、員工、共有人或其他特殊關係間之交易；","42.27","0","2.04","有"
"新竹市","土地","港南段383地號","303.29","","特定農業區","農牧用地","1131111","土地15建物0車位0","","","其他","","","","0","0","0","0","無","無","2500000","8243","","0","0","親友、員工、共有人或其他特殊關係間之交易；","0","0","0","無"
"新竹市","土地","光復段457-1地號","25.94","工","","","1131103","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2200000","84811","","0","0","親友、員工、共有人或其他特殊關係間之交易；未登記建物；","0","0","0","無"
"新竹市","土地","光復段457-1地號","15.56","工","","","1131103","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1300000","83548","","0","0","親友、員工、共有人或其他特殊關係間之交易；未登記建物；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市武陵路７３巷６８號十二樓","50.26","住","","","1131110","土地1建物1車位1","十二層","十四層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0930915","189.09","4","2","2","有","有","18500000","97837","坡道平面","0","0","","114.18","0","12.16","有"
"新竹市","土地","北門段841地號","155.54","都市：其他:道路用地","","","1131115","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","14674534","94346","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","福林段301地號","164.17","都市：其他:道路用地","","","1131115","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","10784568","65691","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","康樂段632地號","6363.75","農","","","1131001","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","34650000","5445","","0","0","","0","0","0","無"
"新竹市","土地","見樂段889-3地號","2500","","山坡地保育區","農牧用地","1131005","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","6400000","2560","","0","0","親屬間買賣","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市香檳二街２６巷２５號","37.7","","山坡地保育區","丙種建築用地","1131007","土地3建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造","1060906","49.97","4","1","5","有","有","3460000","69242","","0","0","親友、員工、共有人或其他特殊關係間之交易；","47.29","0","2.68","無"
"新竹市","土地","西濱段454地號","639.27","住","","","1131007","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","48345000","75625","","0","0","","0","0","0","無"
"新竹市","建物","新竹市新竹市大庄路１５１號","0","","","","1131007","土地0建物1車位0","全","三層","透天厝","住家用","鋼筋混凝土造","1100521","191.43","4","2","3","有","無","695000","3631","","0","0","建物坐落地號：香中段600-2地號；親友、員工、共有人或其他特殊關係間之交易；","176.38","0","15.05","無"
"新竹市","土地","雅溪段314地號","222.49","","山坡地保育區","暫未編定","1131011","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","600000","2697","","0","0","","0","0","0","無"
"新竹市","土地","民主段198-6地號","165.25","都市：其他:道路用地","","","1131004","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","14340000","86778","","0","0","","0","0","0","無"
"新竹市","土地","榮光段三小段51-2地號","1.57","都市：其他:道路用地","","","1131011","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","412650","262834","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","科學段一小段135地號","41.47","住","","","1131014","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","5016000","120955","","0","0","親友、員工、共有人或其他特殊關係間之交易；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市建中一路２９號１７樓之１","15.38","商","","","1131008","土地1建物1車位1","十七層","十九層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0860730","203.31","3","2","2","有","有","22000000","108209","坡道平面","0","0","每年車位不固定抽籤決定","118.52","0","16.04","有"
"新竹市","土地","福林段419-1地號","13.5","都市：其他:","","","1131004","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","675000","50000","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","福林段419-1地號","4.5","住","","","1131014","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","225000","50000","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","中隘段1098地號","605.4","","山坡地保育區","農牧用地","1131004","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","10000000","16518","","0","0","未登記建物；","0","0","0","無"
"新竹市","土地","崙子段527-1地號","38","都市：其他:道路用地","","","1131001","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2120000","55789","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","東光段58地號","1.4","都市：其他:道路用地","","","1131007","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","137500","98214","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","中雅段71-2地號","3.06","都市：其他:道路用地","","","1131011","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","138915","45397","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","中雅段73-31地號","8.8","都市：其他:道路用地","","","1131011","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","484704","55080","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","南門段二小段183-20地號","1","商","","","1131011","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","235030","0","","0","0","政府機關標讓售；","0","0","0","無"
"新竹市","土地","東明段886地號","13.78","住","","","1131015","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","2625000","190493","","0","0","","0","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市柯湳一街８０巷１５號三樓","44.79","","山坡地保育區","丙種建築用地","1131008","土地2建物1車位0","三層","五層","公寓(5樓含以下無AE-)","住家用","鋼筋混凝土造","0900515","58.16","3","0","3","有","有","3300000","56750","","0","0","","47.43","0","4.84","無"
"新竹市","車位","新竹市新竹市大學路５６號地下２樓","1.31","住","","","1131012","土地2建物1車位1","地下二層","二十一層","其他","商業用","鋼筋混凝土造","0851114","31.4","0","0","0","無","有","730000","","坡道平面","0","730000","僅車位交易；","0","0","0","有"
"新竹市","房地(土地+建物)+車位","新竹市新竹市武陵路１６３號７樓之２","12.32","住","","","1131009","土地1建物1車位1","七層","十五層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0850131","126.8","3","2","2","有","有","14200000","111987","坡道平面","0","0","鐵鋁窗增建其他增建；","68.95","1.28","10.58","有"
"新竹市","土地","隆恩段759地號","255.03","","特定農業區","交通用地","1131009","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","8485400","33272","","0","0","","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市光復路一段４１巷２之１號地下一樓","24.46","住","","","1131004","土地2建物1車位1","地下一層","六層","華廈(10層含以下有AE-)","商業用","鋼筋混凝土造","0850513","129.16","3","2","2","有","有","11700000","90585","坡道機械","0","0","","88.63","0","0","有"
"新竹市","土地","光復段547-19地號","5","商","","","1131008","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","931000","186200","","0","0","政府機關標讓售；","0","0","0","無"
"新竹市","土地","香中段643地號","12.81","住","","","1131006","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1859000","145121","","0","0","親友、員工、共有人或其他特殊關係間之交易；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市埔頂三路３６號二十九樓之６","9.22","商","","","1131011","土地1建物1車位1","二十九層","二十九層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","1120530","145.41","3","2","2","有","有","25600000","176054","坡道平面","28.88","0","","66.31","5.31","4.64","有"
"新竹市","土地","虎林段84地號","178.77","","特定農業區","甲種建築用地","1131010","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","6488400","36295","","0","0","","0","0","0","無"
"新竹市","土地","自由段520-17地號","3","","","","1131018","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","200880","66960","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","自由段520-18地號","3","","","","1131014","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","200880","66960","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","自由段520-19地號","3","","","","1131021","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","222002","74001","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","自由段520-20地號","1","","","","1131021","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","77520","0","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市武陵路２７１巷５７弄３８號","12.92","住","","","1131006","土地1建物1車位1","一層","六層","華廈(10層含以下有AE-)","住家用","鋼筋混凝土造","0820807","62.01","3","2","2","有","有","6000000","96759","坡道平面","0","0","親友、員工、共有人或其他特殊關係間之交易；","40.28","5.32","0","有"
"新竹市","土地","竹蓮段1845-2地號","5","都市：其他:道路用地","","","1131024","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","427200","85440","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","竹蓮段1845-1地號","1","都市：其他:道路用地","","","1131024","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","85440","0","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","唐高段794-1地號","19","都市：其他:道路用地","","","1131018","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","651560","34293","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","唐高段794地號","16","都市：其他:道路用地","","","1131018","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","548440","34278","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","千甲段647-27地號","76.91","","","","1131007","土地2建物0車位0","","","其他","","","","0","0","0","0","無","無","7560963","98309","","0","0","","0","0","0","無"
"新竹市","土地","和平段1037地號","222","住","","","1131014","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","38950000","175450","","0","0","","0","0","0","無"
"新竹市","土地","光華段922-1地號","1.47","都市：其他:道路用地","","","1131015","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","75093","51084","","0","0","","0","0","0","無"
"新竹市","土地","東光段374-4地號","72","商","","","1131017","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","20800000","288889","","0","0","親友、員工、共有人或其他特殊關係間之交易；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市天府路一段６８號五樓","25.12","住","","","1131005","土地1建物1車位1","五層","七層","華廈(10層含以下有AE-)","住家用","鋼筋混凝土造","1080110","113.24","3","2","1","有","有","11500000","101554","坡道平面","27.11","0","其他增建；","49.91","8.01","3.14","有"
"新竹市","土地","港南段378地號","3.31","","鄉村區","乙種建築用地","1131019","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","130000","39275","","0","0","","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市金城三路９７號七樓","25.18","工","","","1131004","土地1建物1車位1","七層","十五層","住宅大樓(11層含以上有AE-)","辦公用","鋼筋混凝土造","1061208","201.24","4","2","2","有","有","34700000","172431","坡道平面","0","0","陽台加鐵窗其他增建；","99.05","0","10.15","有"
"新竹市","土地","鹽水段511地號","232.33","農","","","1131016","土地10建物0車位0","","","其他","","","","0","0","0","0","無","無","1405600","6050","","0","0","親友、員工、共有人或其他特殊關係間之交易；未登記建物；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市成德路１６５號２樓之２","24.35","住","","","1131016","土地1建物1車位1","二層","五層","公寓(5樓含以下無AE-)","住家用","鋼筋混凝土造","0841009","103.92","3","1","2","有","有","1000000","9623","坡道機械","0","0","親友、員工、共有人或其他特殊關係間之交易；","65.4","0","8.57","無"
"新竹市","土地","北門段1344-6地號","1.25","都市：其他:道路用地","","","1131028","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","50000","40000","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市武陵路２６５號２樓","21.62","住","","","1131015","土地1建物1車位1","二層","十二層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0860124","173.17","3","2","2","有","有","8500000","49085","坡道平面","0","0","親友、員工、共有人或其他特殊關係間之交易；","117.99","0","16.67","有"
"新竹市","土地","北門段1294地號","8.17","都市：其他:道路用地","","","1131022","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","435200","53268","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","美城段688-10地號","64.13","","山坡地保育區","水利用地","1131011","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1971998","30750","","0","0","政府機關標讓售；","0","0","0","無"
"新竹市","土地","建華段125-2地號","3.44","都市：其他:道路用地","","","1131001","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","161000","46802","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","民富段2652地號","8","都市：其他:道路用地","","","1131026","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1350000","168750","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","古峰段659-2地號","591.72","都市：其他:甲之四種風景區","","","1131008","土地30建物0車位0","","","其他","","","","0","0","0","0","無","無","7493200","12663","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","建物","新竹市新竹市田美三街２２巷２１弄３３號","0","","","","1131021","土地0建物1車位0","全","五層","透天厝","住家用","鋼筋混凝土造","0960329","382.21","6","2","8","有","無","4500000","11774","","0","0","建物坐落地號：民主段216-8地號；","352.83","0","29.38","有"
"新竹市","建物","新竹市新竹市田美三街２２巷２１弄３１號","0","","","","1131021","土地0建物1車位0","全","五層","透天厝","住家用","鋼筋混凝土造","0960329","375.82","6","2","8","有","無","4500000","11974","","0","0","建物坐落地號：民主段216-9地號；","346.44","0","29.38","有"
"新竹市","土地","西濱段693地號","50.1","都市：其他:道路用地","","","1131017","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","2500000","49900","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","水源段24地號","210.22","","特定農業區","農牧用地","1131016","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","5087200","24199","","0","0","未登記建物；","0","0","0","無"
"新竹市","房地(土地+建物)+車位","新竹市新竹市占梅路２號","167.53","商","","","1131023","土地1建物1車位28","一層","二十四層","住宅大樓(11層含以上有AE-)","商業用","鋼筋混凝土造","1100104","1832.4","0","0","0","無","有","154600000","119629","坡道平面","774.13","28000000","","602.88","0","0","有"
"新竹市","房地(土地+建物)","新竹市新竹市占梅路６號","229.46","商","","","1131023","土地1建物1車位0","一層，二層","二十四層","住宅大樓(11層含以上有AE-)","商業用","鋼筋混凝土造","1100104","1751","0","0","0","無","有","177080000","101131","","0","0","","996.75","0","0","有"
"新竹市","土地","高翠段214地號","66.14","都市：其他:保護區","","","1131022","土地7建物0車位0","","","其他","","","","0","0","0","0","無","無","2600000","39311","","0","0","","0","0","0","無"
"新竹市","土地","千甲段714-2地號","52.04","農","","","1131023","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1731631","33275","","0","0","親友、員工、共有人或其他特殊關係間之交易；","0","0","0","無"
"新竹市","土地","千甲段714-3地號","52.03","農","","","1131023","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","1731298","33275","","0","0","親友、員工、共有人或其他特殊關係間之交易；","0","0","0","無"
"新竹市","土地","建華段148-1地號","19.32","","","","1131016","土地5建物0車位0","","","其他","","","","0","0","0","0","無","無","639000","33075","","0","0","包含公共設施保留地用地；","0","0","0","無"
"新竹市","土地","虎山段553-1地號","164.05","","鄉村區","乙種建築用地","1131008","土地1建物0車位0","","","其他","","","","0","0","0","0","無","無","9500000","57909","","0","0","政府機關標讓售；","0","0","0","無"
"新竹市","建物","新竹市新竹市中華路五段３３１巷１０號","0","","","","1131005","土地0建物1車位0","全","一層","透天厝","工業用","鋼造","","946.5","0","0","0","無","無","343300","363","","0","0","建物坐落地號：師院段802-1地號；","946.5","0","0","無"
"新竹市","房地(土地+建物)","新竹市新竹市勝利路４０號８樓之１","5.24","商","","","1131024","土地1建物1車位0","八層","十層","華廈(10層含以下有AE-)","其他","鋼筋混凝土造","0800419","51.55","1","1","1","有","有","4075000","79049","","0","0","","28.9","0","6.02","有"
"新竹市","房地(土地+建物)","新竹市新竹市武陵路７０巷１０號八樓","53.35","住","","","1131014","土地1建物1車位0","八層","十一層","住宅大樓(11層含以上有AE-)","住家用","鋼筋混凝土造","0930215","176.34","3","2","2","有","有","18100000","102643","","0","0","陽臺外推；","101.92","0","11.81","有"
"新竹市","房地(土地+建物)","新竹市新竹市光復路一段８９巷１１４號５樓","26.51","住","","","1131014","土地1建物1車位0","五層","五層","公寓(5樓含以下無AE-)","住家用","鋼筋混凝土造","0780421","90.46","3","2","2","有","無","5400000","59695","","0","0","","68.24","0","9.2","無"
