土地移轉總面積平方公尺,都市土地使用分區,交易年月,建物大於1,車位數,樓層比例,建物型態,是否透天,是否投資透天,主要用途,屋齡缺失,屋齡,建物移轉總面積平方公尺,是否毛胚,建物現況格局-房,有無管理組織,單價,總價元,車位類別,車位總價元,特殊交易,電梯,latitude,longitude,與竹科距離_km,mean_price_per_unit,high_price_decorated
9.22,商,11308,0,0,0.5,大樓,0,0,住家用,0,113.8,112.31,0,3,1,128038.465,14380000,無,0,0,1,24.8123473,120.9724128,4.804744623,118327.7153,0
82.93,非,11309,0,0,1.1,透天厝,1,0,其他,0,113.9,112.42,1,0,0,78989.50365,8880000,無,0,0,0,24.7465779,120.9076711,10.67055874,63836.94869,1
26.75,住,11307,0,0,0.5,華廈,0,0,住家用,0,29.5,112.58,0,3,0,134126.8431,15100000,無,0,0,1,24.7887912,121.0186811,1.5133849,164351.692,0
39.04,住,11309,0,1,0.6,華廈,0,0,住家用,0,0.3,112.82,0,3,1,153341.6061,17300000,其他,0,0,1,24.7909637,120.9727076,3.517109332,110420.8408,1
65,住,11307,0,0,1.1,透天厝,1,0,住家用,0,51.6,113.16,1,0,0,174973.4889,19800000,無,0,0,0,24.8104959,120.9739996,4.546337241,117858.7703,1
25.12,住,11310,0,1,0.714285714,華廈,0,0,住家用,0,5.9,113.24,0,3,1,101554.2211,11500000,平面,1100000,0,1,24.8336984,120.9460723,8.362469739,108838.2745,0
17.71,商,11305,0,0,0.6,華廈,0,0,住家用,0,113.5,113.42,0,3,1,87991.53588,9980000,無,0,0,1,24.8055487,120.9630117,5.086897208,126173.3603,0
12.93,住,11309,0,0,0.590909091,大樓,0,0,住家用,0,26.2,113.83,0,3,1,117280.1546,13350000,無,0,0,1,24.8211267,120.9682652,5.802702095,91545.22376,1
9.94,商,11303,0,1,0.916666667,大樓,0,0,住家用,0,3.2,114.22,0,2,1,177552.0925,20280000,平面,1100000,0,1,24.7909892,121.0138055,1.307611305,167040.6971,0
61.62,住,11309,0,0,1.1,透天厝,1,0,住商用,0,5.9,114.48,1,0,1,146750.5241,16800000,無,0,0,0,24.8300382,120.9269763,9.618867796,93866.96295,1
9.34,商,11307,0,1,0.705882353,大樓,0,0,住家用,0,27.2,114.52,0,2,1,107404.8201,12300000,坡道機械,0,0,1,24.7971924,120.9623977,4.729659223,113585.8795,0
27.24,住,11307,0,0,0.8,公寓,0,0,住家用,0,41.5,114.75,0,3,0,74074.07407,8500000,無,0,0,0,24.8158129,120.9717518,5.128738908,109207.4081,0
25.36,住,11308,0,0,0.666666667,華廈,0,0,住家用,0,113.8,114.76,0,3,1,89752.52701,10300000,無,0,0,1,24.8098441,120.9800926,4.075742308,125061.7276,0
12.98,住,11310,0,0,0.25,大樓,0,0,住家用,0,24.5,114.93,0,3,1,107021.6654,12300000,無,0,0,1,24.8227379,120.967612,5.981043617,90658.11535,1
15.43,住,11308,0,1,1,華廈,0,0,住家用,0,25.8,115.4,0,3,1,85788.56153,9900000,坡道機械,0,0,1,24.8240975,120.9728023,5.77708113,101180.8546,0
21.31,非,11308,0,1,0.25,大樓,0,0,住家用,0,0.6,115.46,0,2,1,147237.1384,17000000,平面,1100000,0,1,24.8269332,120.9668602,6.388823392,87943.98883,1
10.53,商,11309,0,1,0.416666667,大樓,0,0,住家用,0,24.7,115.59,0,3,1,117657.2368,13600000,坡道機械,0,0,1,24.804256,120.9778993,3.785874888,134513.5594,0
20.97,住,11306,0,0,0.714285714,華廈,0,0,住家用,0,30.6,115.78,0,3,0,88616.34134,10260000,無,0,0,1,24.8369257,120.9431561,8.822657534,105981.5325,0
21.46,住,11307,0,0,0.714285714,華廈,0,0,住家用,0,30.1,115.84,0,3,0,99706.49171,11550000,無,0,0,1,24.7991437,120.9553931,5.468271657,92473.0761,0
37.7,住,11308,0,1,0.4,華廈,0,0,住家用,0,10.1,116.05,0,3,1,77552.77897,9000000,其他,0,0,1,24.837678,120.932572,9.674663981,95465.05538,0
84,住,11307,0,0,1.1,透天厝,1,0,住家用,0,45.9,116.14,1,0,0,140520.062,16320000,無,0,0,0,24.7957202,120.9707872,3.883499222,118145.4276,1
12.93,住,11311,0,0,0.952380952,大樓,0,0,住家用,0,26.4,116.22,0,3,1,117019.4459,13600000,無,0,1,1,24.8214131,120.9678688,5.852951499,91840.78727,1
70.18,非,11308,0,0,1.1,透天厝,1,0,住家用,0,44.1,116.34,1,0,0,23207.83909,2700000,無,0,1,0,24.7446861,120.9057129,10.93203294,63836.94869,0
25.53,商,11307,0,0,1,華廈,0,0,住家用,0,27.1,116.43,0,2,1,124538.3492,14500000,無,0,0,1,24.8010937,120.9645139,4.71256607,123672.3096,0
15.58,商,11306,0,0,0.041666667,大樓,0,0,商業用,0,3.5,116.52,1,0,1,231033.299,26920000,無,0,1,1,24.7911228,121.0137933,1.318650465,166360.9125,1
22,住,11308,0,1,0.5,大樓,0,0,住家用,0,2.8,116.57,0,2,1,111692.5453,13020000,坡道機械,0,0,1,24.8347313,120.9434851,8.631299076,102239.5542,0
17.34,住,11306,0,1,0.7,華廈,0,0,其他,0,29.9,117.08,0,3,1,111035.1896,13000000,坡道機械,0,0,1,24.8103676,120.9584013,5.766809108,111997.1676,0
7.16,商,11309,0,1,0.931034483,大樓,0,0,住家用,0,1.4,117.1,0,2,1,179333.9026,21000000,平面,1100000,0,1,24.7902763,121.0125431,1.168533006,165754.8443,0
47.24,非,11308,0,0,0.4,華廈,0,0,住家用,0,26,117.65,0,4,0,87547.8113,10300000,無,0,0,1,24.7676102,120.9789249,3.142375919,81594.99134,0
36.6,非,11309,0,1,0.571428571,華廈,0,0,住家用,0,17.7,118.3,0,3,1,108199.4928,12800000,坡道機械,0,0,1,24.7658014,120.9801337,3.143756325,77424.83,1
608.85,非,11306,0,0,1.1,透天厝,1,0,住家用,0,31.8,118.3,1,0,0,97210.48183,11500000,無,0,0,0,24.8138287,120.9674798,5.278347115,112453.7369,0
37.7,非,11308,0,1,0.571428571,華廈,0,0,住家用,0,17.6,118.35,0,3,1,109843.684,13000000,坡道機械,0,0,1,24.7658864,120.9803767,3.118107784,77424.83,1
26.18,住,11305,0,2,1,華廈,0,0,住家用,0,8.2,118.38,0,2,1,201723.2641,23880000,坡道機械,0,0,1,24.7909261,121.0092332,1.083608876,166667.2626,1
8.66,住,11306,0,0,0.15,大樓,0,0,住家用,0,28.1,118.47,0,3,1,96564.5311,11440000,無,0,0,1,24.8146363,120.9764071,4.722305878,115346.3631,0
25.08,住,11310,0,1,0.285714286,華廈,0,0,住家用,0,31,119.37,0,3,1,72044.9024,8600000,坡道機械,0,1,1,24.8223132,120.9765857,5.397785942,100313.158,0
22.01,住,11309,0,1,0.428571429,華廈,0,0,住家用,0,29.3,119.45,0,3,1,74340.72834,8880000,坡道機械,0,0,1,24.7950827,120.9618713,4.699980416,107574.4233,0
14.38,商,11309,0,0,0.3125,大樓,0,0,住家用,0,28.7,119.59,0,3,1,125428.5475,15000000,無,0,0,1,24.7825584,121.0206738,1.493034185,155780.6281,0
67.57,非,11307,0,0,1.1,透天厝,1,0,住家用,0,113.7,119.59,1,0,0,83619.03169,10000000,無,0,0,0,24.7388197,120.9112611,10.68593337,62535.87922,1
11.56,住,11308,0,0,0.466666667,大樓,0,0,住家用,0,28.7,119.7,0,4,1,112781.9549,13500000,無,0,0,1,24.8209329,120.9679241,5.809296053,91720.2199,1
43.03,非,11307,0,1,0.6,公寓,0,0,住家用,0,25.9,119.85,0,3,0,55652.89946,6670000,平面,1100000,0,0,24.7676102,120.9789249,3.142375919,81594.99134,0
24.44,住,11307,0,1,0.777777778,華廈,0,0,辦公用,0,11.7,120.25,0,3,1,97297.2973,11700000,平面,1100000,0,1,24.794325,120.925669,8.239009411,77636.09668,1
34.28,非,11309,0,0,0.8,華廈,0,0,住家用,0,30.6,120.41,0,3,0,47338.26094,5700000,無,0,0,1,24.7467601,120.9085261,10.58266545,63836.94869,0
105,商,11307,0,0,1.1,透天厝,1,0,住家用,0,47.8,120.54,1,0,0,346772.8555,41800000,無,0,0,0,24.8090976,120.9780168,4.152459755,125273.0537,1
22.15,住,11306,0,1,0.625,華廈,0,0,住家用,0,26.8,120.66,0,3,1,145864.4124,17600000,坡道機械,0,0,1,24.7942926,121.0114407,1.510199898,167926.6696,0
30.2,商,11308,0,0,0.4,公寓,0,0,辦公用,0,14.8,120.69,0,4,0,111525.3956,13460000,無,0,0,0,24.8044624,120.9699085,4.436675392,140576.3743,0
30.2,商,11308,0,0,0.8,公寓,0,0,住家用,0,14.8,120.69,0,4,0,111525.3956,13460000,無,0,0,0,24.8044531,120.9699893,4.429378768,140576.3743,0
30.2,商,11308,0,0,0.6,公寓,0,0,住家用,0,14.8,120.69,0,4,0,112685.3923,13600000,無,0,0,0,24.8044624,120.9699085,4.436675392,140576.3743,0
15.89,住,11307,0,1,0.583333333,大樓,0,0,住家用,0,13.9,120.94,0,2,1,181494.9562,21950000,平面,1100000,0,1,24.7885436,121.0174038,1.38977779,166165.0927,0
24.02,住,11309,0,1,0.428571429,華廈,0,0,住家用,0,27.8,121.09,0,3,1,123874.8039,15000000,坡道機械,0,0,1,24.7832156,121.0188075,1.312662343,157473.8354,0
7.98,住,11306,0,0,0.55,大樓,0,0,住家用,0,28.9,121.15,0,3,1,94098.22534,11400000,無,0,0,1,24.8068819,120.9529046,6.049757013,92403.06849,0
21.82,住,11306,0,0,0.428571429,華廈,0,0,住家用,0,30.8,121.21,0,4,1,83821.46688,10160000,無,0,0,1,24.7937445,120.9735202,3.543585029,118268.6269,0
30,住,11308,0,1,0.4,公寓,0,0,住家用,0,34.3,121.29,0,3,0,94814.08195,11500000,平面,1100000,0,0,24.7980827,120.9926497,2.266087199,124029.7133,0
12.38,其,11307,0,1,0.952380952,大樓,0,0,住家用,0,4.2,121.32,0,2,1,191229.8055,23200000,平面,1100000,0,1,24.7924884,121.0148472,1.50360492,169508.0337,0
12.38,其,11307,0,1,0.571428571,大樓,0,0,住家用,0,4.2,121.32,0,2,1,200296.7359,24300000,平面,1100000,0,1,24.7928879,121.0146766,1.529255319,169791.6744,1
17.13,住,11308,0,1,0.066666667,大樓,0,0,住家用,0,28.8,121.35,0,3,1,123609.3943,15000000,平面,1100000,1,1,24.8103996,120.9675999,5.02001533,119448.6905,0
27.2,住,11307,0,1,0.5,華廈,0,0,住家用,0,29.6,121.86,0,3,1,96422.12375,11750000,坡道機械,0,0,1,24.8122223,120.9777032,4.432830083,121478.7878,0
15.92,住,11307,0,0,0.214285714,大樓,0,0,辦公用,0,27.9,122.22,0,3,1,108411.062,13250000,無,0,0,1,24.822169,120.9703294,5.757461457,102927.2815,0
29.07,住,11309,0,1,0.833333333,華廈,0,0,住家用,0,30.4,122.34,0,3,1,69478.50253,8500000,其他,0,1,1,24.817389,120.9704458,5.346733927,106729.3446,0
36.68,住,11307,0,1,0.333333333,華廈,0,0,住家用,0,29.7,122.36,0,3,0,81726.05427,10000000,其他,0,1,1,24.8138287,120.9674798,5.278347115,112453.7369,0
64,非,11306,0,0,1.1,透天厝,1,0,住家用,0,44.5,122.4,1,0,0,65359.47712,8000000,無,0,1,0,24.8044445,120.9502048,6.177759287,90328.15463,0
22.35,住,11308,0,1,1,華廈,0,0,辦公用,0,17.2,122.95,0,2,1,127124.8475,15630000,其他,0,0,1,24.8160252,120.9731961,5.049170682,109960.5994,1
12.51,住,11307,0,0,0.75,大樓,0,0,住家用,0,32.9,122.96,0,3,1,93201.04099,11460000,無,0,0,1,24.7950659,120.9651571,4.385529823,109326.0657,0
13.92,住,11305,0,1,0.833333333,大樓,0,0,住家用,0,13.2,123.18,0,2,1,153433.999,18900000,平面,1100000,0,1,24.7931462,121.0091844,1.318595294,168547.7955,0
41.87,非,11307,0,1,0.6,華廈,0,0,住家用,0,25.9,123.29,0,2,0,85165.05799,10500000,平面,1100000,0,1,24.7676102,120.9789249,3.142375919,81594.99134,0
64.2,非,11310,0,1,0.5,華廈,0,0,住家用,0,3.6,123.48,0,3,1,99611.27308,12300000,平面,1100000,0,1,24.7578289,120.9382796,7.333295636,110864.59,0
20.28,住,11309,0,1,0.714285714,華廈,0,0,住家用,0,30.8,124.3,0,3,1,70796.46018,8800000,平面,1100000,0,1,24.7952141,120.953987,5.465888503,89438.18482,0
29.15,住,11301,0,0,0.6,公寓,0,0,住家用,0,33.9,124.56,0,4,1,71933.20488,8960000,無,0,0,0,24.8145318,120.9718142,5.020509793,112670.7564,0
23.14,住,11308,0,1,0.333333333,華廈,0,0,住家用,0,27,125.21,0,3,1,156377.2862,19580000,坡道機械,0,0,1,24.794646,121.0116627,1.55487282,168334.37,0
23.64,住,11308,0,1,0.333333333,華廈,0,0,住家用,0,30.7,125.59,0,3,1,105502.0304,13250000,坡道機械,0,0,1,24.82328,120.9725858,5.716456992,101434.385,0
91,住,11308,0,0,1.1,透天厝,1,0,住家用,0,35.7,125.99,1,0,0,216445.7497,27270000,無,0,0,0,24.7810283,121.0122085,0.636632218,161102.8607,1
10.88,住,11308,0,0,0.285714286,大樓,0,0,住家用,0,16.3,126.29,0,4,1,81558.31816,10300000,無,0,0,1,24.8392399,120.9330613,9.749136815,95051.38197,0
14.37,住,11308,0,1,0.153846154,大樓,0,0,住家用,0,29.7,126.58,0,3,1,79001.42203,10000000,升降機械,0,1,1,24.8137875,120.9607249,5.797253491,105130.163,0
55.47,非,11310,0,0,1.1,透天厝,1,0,住家用,0,11.6,126.73,1,0,0,80880.61233,10250000,無,0,1,0,24.8036245,120.9463316,6.502482789,89205.15505,0
12.32,住,11310,0,1,0.466666667,大樓,0,0,住家用,0,28.9,126.8,0,3,1,111987.3817,14200000,平面,1100000,0,1,24.8208167,120.9679199,5.799935269,91967.05484,1
24.18,住,11309,0,0,0.166666667,華廈,0,0,住家用,0,31.5,126.97,0,3,1,55131.13334,7000000,無,0,0,1,24.8120851,120.9563385,6.045892764,106230.8995,0
36.8,住,11308,0,0,1,華廈,0,0,住家用,0,29.5,127.18,0,3,1,114719.2955,14590000,無,0,0,1,24.8138287,120.9674798,5.278347115,112453.7369,0
180.2,住,11306,0,0,1.1,透天厝,1,0,住商用,0,48.5,127.44,1,0,0,235797.2379,30050000,無,0,0,0,24.8375754,120.9423829,8.928873635,100413.89,1
564.58,非,11309,0,0,1.1,透天厝,1,0,農業用,0,34.7,127.97,1,0,0,93417.20716,11954600,無,0,1,0,24.8192687,120.9852171,4.66789631,107732.7869,0
26.93,住,11308,0,1,0.8,公寓,0,0,住家用,0,31.8,128.09,0,3,0,61987.66492,7940000,平面,1100000,0,0,24.7926607,120.9217194,8.604712796,73573.35132,0
95,住,11308,0,0,1.1,透天厝,1,0,其他,0,35.4,128.19,1,0,0,215305.406,27600000,無,0,0,0,24.7821354,121.0146274,0.87980788,162220.5926,1
25.56,非,11309,0,1,0.857142857,華廈,0,0,住家用,0,5.6,128.62,0,2,1,138392.163,17800000,平面,1100000,0,1,24.8269934,120.9664646,6.41886261,88014.65573,1
25.77,住,11308,0,0,0.333333333,大樓,0,0,住家用,0,23.9,128.86,0,3,1,128433.9593,16550000,無,0,0,1,24.8007329,120.9968163,2.310153203,131650.4978,0
127.06,住,11308,0,0,1.1,透天厝,1,0,住家用,0,51.3,129.04,1,0,0,100743.9554,13000000,無,0,1,0,24.7934526,120.9749614,3.396566887,114295.7626,0
26.01,住,11308,0,0,0.333333333,大樓,0,0,住家用,0,23.9,129.06,0,3,1,128622.3462,16600000,無,0,0,1,24.8007187,120.9967374,2.311913389,131650.4978,0
24.46,住,11310,0,1,-0.166666667,華廈,0,0,商業用,0,28.5,129.16,0,3,1,90585.32053,11700000,坡道機械,0,0,1,24.7809281,121.0251706,1.945625837,158404.0898,0
12.06,商,11307,0,1,1,大樓,0,0,住家用,0,24.5,129.22,0,6,1,112985.6059,14600000,坡道機械,0,0,1,24.8043405,120.9779049,3.791657654,134513.5594,0
47.35,非,11307,0,1,1,公寓,0,0,住家用,0,30.5,129.23,0,3,1,45655.03366,5900000,平面,1100000,0,0,24.7676102,120.9789249,3.142375919,81594.99134,0
17.67,商,11307,0,0,0.25,華廈,0,0,商業用,0,29.6,129.5,1,0,1,45683.39768,5916000,無,0,0,1,24.7878961,120.9286112,7.851397023,74514.81952,0
17.93,住,11304,0,1,0.2,大樓,0,0,住家用,0,1.4,129.61,0,2,1,76382.99514,9900000,平面,1100000,0,1,24.8339071,120.9280684,9.775002759,92438.13881,0
24.15,住,11307,0,1,0.230769231,大樓,0,0,住家用,0,7.8,129.8,0,2,1,127118.6441,16500000,平面,1100000,0,1,24.7954979,120.9510742,5.757914103,85112.04626,1
24.15,住,11307,0,1,0.230769231,大樓,0,0,住家用,0,7.8,129.8,0,2,1,122496.1479,15900000,平面,1100000,0,1,24.7953798,120.9512403,5.738242262,85715.44382,1
26.59,住,11309,0,0,0.916666667,大樓,0,0,住家用,0,26.5,130.13,0,4,1,135633.5972,17650000,無,0,0,1,24.8021708,120.9949058,2.535898059,129008.7753,0
33.85,住,11307,0,1,0.428571429,華廈,0,0,住家用,0,8.1,130.44,0,3,1,88163.14014,11500000,平面,1100000,0,1,24.8371483,120.9294848,9.879401941,92835.34872,0
26.59,住,11310,0,0,1,大樓,0,0,住家用,0,26.6,130.46,0,3,1,128775.1035,16800000,無,0,0,1,24.8018116,120.9929395,2.595121309,125955.5523,0
14.49,商,11308,0,1,0.5,大樓,0,0,住家用,0,18.6,130.46,0,3,1,125095.8148,16320000,坡道機械,0,0,1,24.8115567,120.964631,5.334070862,114862.744,0
45.6,非,11309,0,1,0.444444444,華廈,0,0,住家用,0,27.2,130.79,0,3,1,37464.63797,4900000,平面,1100000,0,1,24.7676102,120.9789249,3.142375919,81594.99134,0
8.74,商,11308,0,1,0.833333333,大樓,0,0,住家用,0,27.1,131.58,0,2,1,100167.1987,13180000,平面,1100000,0,1,24.8092264,120.9835519,3.805518892,127615.412,0
75.06,其,11308,0,1,1,華廈,0,0,住家用,0,24.2,131.83,0,3,1,115300.0076,15200000,平面,1100000,0,1,24.7816444,120.9878947,1.825500904,117112.0002,0
81,住,11308,0,0,1.1,透天厝,1,0,住家用,0,113.8,131.86,1,0,0,204383.437,26950000,無,0,0,0,24.8096146,120.9791692,4.117068437,126192.0535,1
29.1,住,11308,0,1,0.6,公寓,0,0,住家用,0,29.2,132.14,0,3,1,109732.1023,14500000,平面,1100000,0,0,24.8214871,120.9761067,5.348773757,103442.1231,0
35.59,住,11308,0,1,0.625,華廈,0,0,住家用,0,8.6,132.77,0,2,1,90381.86337,12000000,平面,1100000,0,1,24.8345983,120.94664,8.390418371,108838.2745,0
22.1,非,11306,0,1,1,華廈,0,0,住家用,0,28.9,132.77,0,2,1,81343.67704,10800000,坡道機械,0,0,1,24.7771627,120.96104,4.568038831,77919.61575,0
22.1,非,11306,0,1,1,華廈,0,0,住家用,0,28.9,132.77,0,2,1,81343.67704,10800000,坡道機械,0,0,1,24.7771623,120.9610364,4.568405561,77919.61575,0
21.81,住,11306,0,1,0.714285714,華廈,0,0,住家用,0,29.8,132.9,0,3,1,118510.158,15750000,平面,1100000,0,1,24.8138287,120.9674798,5.278347115,112453.7369,0
28.02,住,11308,0,1,0.6,公寓,0,0,住家用,0,31.8,133.44,0,3,0,59052.75779,7880000,平面,1100000,0,0,24.7927835,120.9219011,8.58847044,73573.35132,0
53.05,住,11301,0,1,0.4,華廈,0,0,住家用,0,8,133.48,0,2,1,101138.7474,13500000,平面,1100000,0,1,24.7955181,120.956722,5.2104353,89982.97967,0
46.16,非,11307,0,1,0.181818182,大樓,0,0,住家用,0,113.7,133.93,0,4,1,78399.16374,10500000,坡道機械,0,0,1,24.7705053,120.9668821,4.137869555,76388.73733,0
19.72,商,11308,0,1,0.428571429,大樓,0,0,住家用,0,2.6,134.19,0,3,1,81973.32141,11000000,平面,1100000,0,1,24.8138287,120.9674798,5.278347115,112453.7369,0
17.13,住,11308,0,1,1,大樓,0,0,住家用,0,0.1,134.93,0,2,1,122285.6296,16500000,平面,1100000,0,1,24.8020748,120.9507823,6.020941939,90261.14719,1
11.58,商,11306,0,1,0.916666667,大樓,0,0,住家用,0,26.9,135.13,0,3,1,112484.2744,15200000,坡道機械,0,0,1,24.8091298,120.9834422,3.803550684,125216.2222,0
310,非,11307,0,0,1.1,透天厝,1,0,住家用,0,52.4,136.08,1,0,0,395208.7008,53780000,無,0,0,0,24.8203381,120.959192,6.383316943,89903.86398,1
23.29,住,11307,0,1,0.214285714,大樓,0,0,住家用,0,6.3,136.58,0,2,1,203543.7106,27800000,平面,1100000,0,1,24.7908941,121.0162621,1.464470251,167166.7392,1
43.88,住,11308,0,0,1,華廈,0,0,住家用,0,33.6,136.59,0,3,1,108939.161,14880000,無,0,0,1,24.7897573,121.0164465,1.393176385,165899.9661,0
76.82,非,11308,0,0,1.1,透天厝,1,0,住家用,0,44.3,137.03,1,0,0,104356.7102,14300000,無,0,0,0,24.7436445,120.9058095,10.96674205,63836.94869,1
25.13,住,11307,0,1,0.857142857,華廈,0,0,住家用,0,25.9,137.07,0,3,1,145910.8485,20000000,平面,1100000,0,1,24.7864199,121.0157833,1.128215557,165226.4138,0
13.72,商,11309,0,1,0.7,華廈,0,0,住家用,0,26.2,137.17,0,3,1,91711.01553,12580000,升降機械,0,0,1,24.7949908,120.9447312,6.365037216,78644.28464,1
86.16,非,11308,0,0,1.1,透天厝,1,0,住家用,0,8.7,137.22,1,0,1,104212.214,14300000,無,0,0,0,24.7400255,120.9102186,10.72243287,63836.94869,1
27.44,住,11305,0,1,0.1,華廈,0,0,住家用,0,29,137.24,0,3,1,98367.82279,13500000,坡道機械,0,0,1,24.8232188,120.9744009,5.604546106,101111.3761,0
103,住,11311,0,0,1.1,透天厝,1,0,住商用,0,52.9,138.16,1,0,0,217139.5483,30000000,無,0,0,0,24.8056739,120.9556538,5.741428342,95235.45533,1
85.24,住,11311,0,0,1.1,透天厝,1,0,其他,0,53.8,138.46,1,0,0,115556.8395,16000000,無,0,0,0,24.7931834,120.9746687,3.412584823,113932.0605,0
29.7,住,11310,0,1,1,華廈,0,0,住家用,0,30,138.93,0,3,0,82775.49845,11500000,平面,1100000,0,1,24.8158553,120.9690733,5.318433903,108300.4914,0
16.35,住,11304,0,1,0.133333333,大樓,0,0,住家用,0,11,139.17,0,2,1,107781.8495,15000000,平面,1100000,0,1,24.7976294,120.9514953,5.784826229,90781.5624,1
15.84,商,11309,0,1,0.272727273,大樓,0,0,住家用,0,11.9,140.07,0,4,1,85671.44999,12000000,平面,1100000,1,1,24.8046102,120.9642031,4.929982352,129750.1978,0
19.43,商,11309,0,1,1,大樓,0,0,住家用,0,17.7,140.08,0,3,1,129925.7567,18200000,平面,1100000,0,1,24.8036178,120.9558837,5.618404663,96503.20534,1
21.58,住,11310,0,1,0.875,華廈,0,0,住家用,0,26.3,140.25,0,3,1,99108.7344,13900000,平面,1100000,0,1,24.8236306,120.9775842,5.466606817,99473.26291,0
74,住,11303,0,0,1.1,透天厝,1,0,住家用,0,35.4,140.45,1,0,0,207903.1684,29200000,無,0,0,0,24.787155,121.0180189,1.366410021,164868.7818,1
28.94,住,11308,0,0,0.833333333,大樓,0,0,住家用,0,26.4,141.09,0,3,1,113402.7925,16000000,無,0,0,1,24.8018654,120.9929332,2.600582584,125955.5523,0
29.02,住,11309,0,1,0.6,公寓,0,0,住家用,0,29.1,141.85,0,3,1,57102.57314,8100000,平面,1100000,0,0,24.7901644,120.9250845,8.231728198,74589.47692,0
26.86,住,11309,0,1,0.833333333,華廈,0,0,住家用,0,27.8,142.29,0,3,0,35139.50383,5000000,平面,1100000,0,1,24.799951,120.9595541,5.111976629,96568.45963,0
14.14,住,11309,0,1,0.666666667,大樓,0,0,辦公用,0,27.5,143.03,0,2,1,108368.8737,15500000,平面,1100000,0,1,24.7823241,121.0200732,1.430794806,155780.6281,0
17.07,商,11308,0,1,0.375,華廈,0,0,住家用,0,27.7,144.34,0,3,1,96854.64875,13980000,平面,1100000,0,1,24.7825299,121.0131046,0.730976787,164923.8312,0
17.07,商,11308,0,1,0.125,華廈,0,0,住家用,0,27.7,144.34,0,3,1,128169.5996,18500000,平面,1100000,0,1,24.7825299,121.0131046,0.730976787,164923.8312,0
28.52,住,11306,0,1,0.833333333,華廈,0,0,住家用,0,30.3,144.68,0,3,1,89853.46973,13000000,升降平面,0,0,1,24.8206966,120.9649069,5.996617139,91034.72014,0
120.32,住,11309,0,0,1.1,透天厝,1,0,住家用,0,37.9,144.83,1,0,0,69046.46827,10000000,無,0,1,0,24.7855019,120.9675941,3.902215387,90445.24628,0
9.22,商,11310,0,1,0.75862069,大樓,0,0,住家用,0,1.5,145.41,0,3,1,176053.9165,25600000,平面,1100000,0,1,24.7907382,121.0127751,1.223973595,165573.7351,0
26.14,住,11307,0,0,0.857142857,華廈,0,0,住家用,0,113.7,145.51,0,4,0,83499.41585,12150000,無,0,0,1,24.8102011,120.9589497,5.710418195,111850.4982,0
11.22,商,11308,0,0,1,大樓,0,0,住家用,0,29.9,145.6,0,3,1,107142.8571,15600000,無,0,0,1,24.803045,120.9814474,3.430999244,138230.4464,0
28.36,住,11310,0,0,0.428571429,華廈,0,0,住家用,0,114,145.79,0,3,1,102887.7152,15000000,無,0,1,1,24.8177775,120.9751419,5.074150587,106553.8076,0
45.07,住,11310,0,1,0.571428571,華廈,0,0,住家用,0,2.8,146.12,0,3,1,139611.2784,20400000,平面,1100000,0,1,24.7964375,120.9421491,6.656917666,102795.4899,1
45.07,住,11308,0,1,0.857142857,華廈,0,0,住家用,0,2.6,146.12,0,3,1,130030.1122,19000000,平面,1100000,0,1,24.7964375,120.9421491,6.656917666,102795.4899,1
16.07,住,11308,0,1,0.071428571,大樓,0,0,住商用,0,25.7,146.88,0,3,1,129357.2985,19000000,平面,1100000,0,1,24.7787407,121.0250942,1.962430709,155723.8145,0
20.65,商,11307,0,1,0.923076923,大樓,0,0,住家用,0,17.5,147.05,0,3,1,134648.0789,19800000,平面,1100000,0,1,24.8036178,120.9558837,5.618404663,96503.20534,1
86.01,非,11310,0,0,1.1,透天厝,1,0,住家用,0,0.4,147.4,1,0,1,90909.09091,13400000,無,0,0,0,24.7320704,120.9297764,9.45919689,88865.91669,0
100.99,非,11308,0,0,1.1,透天厝,1,0,住家用,0,18.3,147.52,1,0,1,50840.56399,7500000,無,0,0,0,24.7753821,120.9301153,7.69981097,55662.09606,0
16,商,11308,0,1,0.533333333,大樓,0,0,住家用,0,9.3,147.73,0,3,1,104921.1399,15500000,平面,1100000,0,1,24.8424608,120.9310433,10.1377907,90528.62671,1
170,住,11307,1,0,1.1,透天厝,1,0,住家用,0,51.4,148.22,1,0,0,78936.71569,11700000,無,0,0,0,24.7972763,120.9608858,4.875624312,118534.1201,0
17.95,住,11308,0,1,0.25,大樓,0,0,住家用,0,1.2,148.42,0,3,1,225710.8206,33500000,平面,1100000,0,1,24.7785704,121.0189757,1.360150075,157856.8285,1
54.16,住,11308,0,0,1,華廈,0,0,住家用,0,26.8,148.49,0,3,1,82497.13785,12250000,無,0,1,1,24.8171298,120.967592,5.524103295,105244.702,0
54.35,住,11310,0,0,1,華廈,0,0,住家用,0,27,148.65,0,3,1,73999.32728,11000000,無,0,0,1,24.8167993,120.9672016,5.526010385,104785.415,0
18.11,住,11308,0,1,0.625,華廈,0,0,住家用,0,30.4,148.69,0,3,1,110969.1304,16500000,平面,1100000,0,1,24.8174074,120.9792409,4.796893665,115489.249,0
29.98,非,11306,0,1,0.6,華廈,0,0,住家用,0,4.6,148.89,0,3,1,143461.616,21360000,平面,1100000,0,1,24.8250262,120.967499,6.183429493,90777.14633,1
