土地移轉總面積平方公尺,都市土地使用分區,交易年月,建物大於1,車位數,樓層比例,建物型態,是否透天,是否投資透天,主要用途,屋齡缺失,屋齡,建物移轉總面積平方公尺,是否毛胚,建物現況格局-房,有無管理組織,單價,總價元,車位類別,車位總價元,特殊交易,電梯,latitude,longitude,與竹科距離_km,mean_price_per_unit,high_price_decorated
76.56,非,11307,0,0,1.1,透天厝,1,0,住家用,0,29.7,258.74,1,0,1,61838.13867,16000000,無,0,0,0,24.813025,120.951481,6.51421224,105570.2779,0
25.86,住,11307,0,2,0.9,大樓,0,0,住家用,0,26,260.93,0,5,1,95811.13709,25000000,平面,2200000,0,1,24.8220373,120.9672433,5.946626056,90863.83795,0
29.18,住,11309,0,2,0.4,大樓,0,0,住家用,0,14.1,260.99,0,4,1,95329.32296,24880000,平面,2200000,0,1,24.7975772,120.951639,5.769223261,91035.57594,0
31.38,住,11307,0,2,1.1,透天厝,1,0,住家用,0,16.6,263.79,1,0,1,90981.46253,24000000,平面,2200000,0,1,24.7987583,120.9508479,5.886291532,90817.42142,0
107.6,非,11307,0,0,1.1,透天厝,1,0,住商用,0,13.5,265.23,1,0,0,91807.11081,24350000,無,0,0,0,24.804679,120.9381415,7.316806326,90348.47175,0
203.82,非,11309,0,0,1.1,透天厝,1,0,住家用,0,29.8,265.86,1,0,1,67704.80704,18000000,無,0,0,0,24.7769212,120.9609758,4.577459241,76855.24612,0
111,住,11306,0,0,1.1,透天厝,1,0,住商用,0,28.5,267.16,1,0,0,133290.9118,35610000,無,0,0,0,24.8213562,120.9750228,5.399523309,104106.5318,1
38.09,住,11309,0,2,1,大樓,0,0,住家用,0,15,268.88,0,4,1,144599.8215,38880000,平面,2200000,0,1,24.802082,120.9969616,2.44236448,130320.151,0
198.3,非,11309,0,0,1.1,透天厝,1,0,住家用,0,30.7,276.95,1,0,0,83047.48149,23000000,無,0,0,0,24.7863418,120.9597782,4.698034386,76229.12139,0
310.92,其,11308,0,0,1.1,透天厝,1,0,其他,0,35.8,281.87,1,0,1,101784.5106,28690000,無,0,0,0,24.7810375,120.9670395,3.935068055,76922.8077,1
117,商,11307,0,0,1.1,透天厝,1,0,商業用,0,113.7,285,1,0,0,191370.3263,54540543,無,0,0,0,24.8105152,120.9657735,5.17190649,116462.8431,1
52.91,住,11308,0,2,1,大樓,0,0,住家用,0,17.7,286.15,0,4,1,139087.891,39800000,平面,2200000,0,1,24.8033752,120.9949769,2.653319377,126410.0808,0
281.8,非,11310,0,0,1.1,透天厝,1,0,住家用,0,12.7,289.72,1,0,1,122117.9069,35380000,無,0,0,0,24.7612456,120.9388306,7.152985575,110864.59,0
32.15,住,11309,0,2,0.583333333,大樓,0,0,住家用,0,7.8,291.97,0,3,1,172962.9756,50500000,平面,2200000,0,1,24.7924555,121.0095652,1.255310216,168143.5643,0
39.57,住,11303,0,2,0.125,大樓,0,0,住家用,0,11.6,292.82,0,3,1,127040.5027,37200000,平面,2200000,0,1,24.7875835,121.0141815,1.063311402,165846.988,0
33.79,住,11308,0,2,0.619047619,大樓,0,0,住家用,0,12,295.91,0,4,1,171944.1722,50880000,平面,2200000,0,1,24.7926291,121.0154388,1.552381566,170419.9316,0
39.77,商,11307,0,0,0.041666667,大樓,0,0,商業用,0,3.6,297.38,1,0,1,191673.9525,57000000,無,0,0,1,24.7916152,121.0135517,1.34852446,167827.3116,0
19.11,住,11309,0,1,0.217391304,大樓,0,0,商業用,0,31.1,297.41,0,3,1,72627.01321,21600000,平面,1100000,0,1,24.7992282,120.9923959,2.384075586,120978.0669,0
255.43,其,11308,0,0,1.1,透天厝,1,0,住家用,0,10.1,300.18,1,0,1,131587.714,39500000,無,0,0,1,24.7714879,120.9696878,3.834627487,76917.41143,1
50.13,住,11304,0,2,0.2,大樓,0,0,住家用,0,9.6,304.73,0,4,1,124306.7634,37880000,平面,2200000,0,1,24.8113672,120.9609478,5.61818233,107008.3626,1
220.37,非,11308,0,0,1.1,透天厝,1,0,工業用,0,25.7,309.94,1,0,1,57753.11351,17900000,無,0,0,0,24.7755197,120.9350819,7.198251777,61775.24467,0
76.8,住,11308,1,0,0.2,公寓,0,0,住家用,0,35.5,316.86,0,8,0,82055.16632,26000000,無,0,0,0,24.7967174,120.978916,3.204617156,118947.4747,0
129.62,非,11305,0,0,1.1,透天厝,1,0,住家用,0,17.3,317.17,1,0,1,44770.94303,14200000,無,0,1,0,24.744751,120.9072499,10.78530046,63836.94869,0
43.63,住,11303,0,3,0.785714286,大樓,0,0,住家用,0,12.1,322.67,0,3,1,154895.0941,49980000,平面,3300000,0,1,24.7845458,121.0198471,1.442755359,162460.2715,0
133.18,非,11309,0,0,1.1,透天厝,1,0,住家用,0,0.2,327.24,1,0,0,82508.25083,27000000,無,0,0,1,24.8157821,120.9273094,8.806039042,58744.49285,1
129.48,住,11308,0,0,1.1,透天厝,1,0,住商用,0,14.6,329.59,1,0,0,75851.81589,25000000,無,0,1,0,24.8358995,120.9295766,9.78657494,92835.34872,0
99,住,11307,0,0,1.1,透天厝,1,1,住家用,0,4,340.83,0,0,0,148167.7082,50500000,無,0,0,1,24.7786672,121.0211231,1.569188183,158091.0634,0
749,住,11305,1,0,1.1,透天厝,1,0,住家用,0,113.5,356.86,1,0,0,532421.678,190000000,無,0,0,0,24.8102083,120.9580779,5.784420571,113107.4548,1
550,住,11307,1,0,1.1,透天厝,1,0,住家用,0,113.7,364.08,1,0,0,230718.5234,84000000,無,0,0,0,24.7967598,120.9543687,5.478742596,90025.53717,1
48.04,住,11306,0,2,0.307692308,大樓,0,0,住家用,0,10.9,372.37,0,4,1,154416.3064,57500000,平面,2200000,0,1,24.7855926,121.0202407,1.511206622,163803.8312,0
25.12,住,11306,1,0,0.041666667,大樓,0,0,商業用,0,15.9,413.95,0,4,1,272931.5135,112980000,無,0,0,1,24.8095349,120.9770087,4.25750028,124861.6759,1
274,商,11308,1,0,1.1,透天厝,1,1,住家用,0,113.8,447.57,0,0,0,210023.0132,94000000,無,0,0,0,24.8068411,120.9621859,5.233344907,121244.2147,1
367.07,非,11307,0,0,1.1,透天厝,1,0,住家用,0,17.5,457.86,1,0,1,80548.63932,36880000,無,0,0,0,24.7748991,120.9670864,3.999696439,77261.10818,0
387.18,其,11309,0,0,1.1,透天厝,1,0,住家用,0,18.2,491.8,1,0,1,62220.4148,30600000,無,0,0,0,24.7692483,120.9772016,3.213608286,77515.72201,0
329,工,11306,0,0,1.1,透天厝,1,0,其他,0,36.4,509.51,1,0,0,75170.26162,38300000,無,0,0,0,24.7934852,120.9318066,7.611630135,82285.70379,0
769.44,非,11307,1,0,1.1,透天厝,1,0,住家用,0,113.7,511.2,1,0,0,92918.62285,47500000,無,0,0,0,24.7812873,120.9666864,3.970418178,76922.8077,1
298,住,11308,0,0,1.1,透天厝,1,0,商辦用,0,16.9,522.93,1,0,0,162545.6562,85000000,無,0,0,0,24.7762494,121.0189772,1.445669786,153673.5305,0
61.04,住,11308,0,4,0.894736842,大樓,0,0,住家用,0,12.3,564.2,1,0,1,102800.4254,58000000,平面,4400000,0,1,24.8079211,120.9717231,4.523946702,123339.3248,0
501,其,11307,0,0,1.1,透天厝,1,0,商業用,0,7,814.98,1,0,0,282215.5145,230000000,無,0,0,1,24.8054908,120.9933454,2.93562565,125043.5656,1
634,其,11307,1,0,1.1,透天厝,1,1,辦公用,0,20.3,1368.96,0,0,0,146096.3067,200000000,無,0,0,1,24.8032027,120.9826262,3.358364689,141985.8343,0
229.46,商,11310,0,0,0.041666667,大樓,0,0,商業用,0,3.9,1751,1,0,1,101130.7824,177080000,無,0,0,1,24.7921493,121.0138427,1.413935681,169261.9584,0
91.27,非,11109,0,1,0.4,華廈,0,0,住家用,1,0,180.35,0,4,0,80288.32825,14480000,升降機械,100000,0,1,24.7668359,120.9693872,4.043563436,75569.38488,0
91.27,非,11109,0,1,0.8,華廈,0,0,住家用,1,0,180.35,0,4,0,80842.80566,14580000,升降機械,100000,0,1,24.7668359,120.9693872,4.043563436,75569.38488,0
91.27,非,11109,0,1,0.6,華廈,0,0,住家用,1,0,180.35,0,4,0,80842.80566,14580000,升降機械,100000,0,1,24.7668359,120.9693872,4.043563436,75569.38488,0
32.21,非,11008,0,1,0.272727273,大樓,0,0,住家用,1,0,151.2,0,3,1,75066.13757,11350000,坡道機械,460000,0,1,24.819683,120.9587267,6.369979846,89291.1235,0
24.28,非,11001,0,1,0.928571429,大樓,0,0,住家用,1,0,117.24,0,2,1,83418.62845,9780000,平面,480000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,149.46,0,3,1,79486.15014,11880000,平面,500000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
31.25,非,11104,0,1,0.285714286,大樓,0,0,住家用,1,0,138.41,0,3,1,58160.53753,8050000,其他,500000,0,1,24.8206702,120.9276039,9.025676346,59581.21802,0
31.25,非,11104,0,1,1,大樓,0,0,住家用,1,0,138.41,0,3,1,61122.75125,8460000,其他,500000,0,1,24.8206702,120.9276039,9.025676346,59581.21802,0
24.35,非,11001,0,1,0.928571429,大樓,0,0,住家用,1,0,115.62,0,2,1,84154.99049,9730000,平面,520000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,115.75,0,2,1,77408.20734,8960000,平面,520000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,117.55,0,2,1,76563.16461,9000000,平面,520000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,147.87,0,3,1,81558.12538,12060000,平面,520000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,164.21,0,3,1,81663.72328,13410000,平面,520000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,2,0.142857143,大樓,0,0,住家用,1,0,134.31,0,2,1,82421.26424,11070000,平面,1060000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,2,0.785714286,大樓,0,0,住家用,1,0,183.14,0,3,1,83105.82068,15220000,平面,1060000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,115.7,0,2,1,85047.53673,9840000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,115.75,0,2,1,86306.69546,9990000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.785714286,大樓,0,0,住家用,1,0,115.84,0,2,1,85031.07735,9850000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,115.86,0,2,1,81995.51182,9500000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,116.82,0,2,1,79524.0541,9290000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,117.41,0,2,1,78954.0925,9270000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,147.37,0,3,1,80070.57067,11800000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,147.68,0,3,1,85861.32178,12680000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11002,0,1,0.785714286,大樓,0,0,住家用,1,0,148.11,0,3,1,84261.69739,12480000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,148.12,0,3,1,82905.75209,12280000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,148.12,0,3,1,81217.93141,12030000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,148.12,0,3,1,84256.00864,12480000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,148.12,0,3,1,82433.1623,12210000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,148.12,0,3,1,80137.72617,11870000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11002,0,1,0.714285714,大樓,0,0,住家用,1,0,149.07,0,3,1,85463.20521,12740000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,149.08,0,3,1,83378.05205,12430000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.142857143,大樓,0,0,住家用,1,0,149.3,0,3,1,77494.97656,11570000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.785714286,大樓,0,0,住家用,1,0,149.47,0,3,1,85502.10745,12780000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,149.47,0,3,1,81019.6026,12110000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,149.78,0,3,1,84657.49766,12680000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,150.21,0,3,1,79821.58312,11990000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,150.21,0,3,1,79888.15658,12000000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,150.22,0,3,1,79150.57915,11890000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,151.4,0,3,1,84940.55482,12860000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,151.49,0,3,1,83965.93835,12720000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,1,大樓,0,0,住家用,1,0,152.99,0,3,1,81508.59533,12470000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,165.28,0,3,1,81074.54017,13400000,平面,540000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
35.16,非,11001,0,2,1,大樓,0,0,住家用,1,0,178.42,0,3,1,93431.22968,16670000,平面,1080000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,2,0.928571429,大樓,0,0,住家用,1,0,187.31,0,3,1,81202.28498,15210000,平面,1100000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11002,0,1,0.857142857,大樓,0,0,住家用,1,0,115.64,0,2,1,86129.367,9960000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,115.7,0,2,1,86171.13224,9970000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,115.84,0,2,1,85462.70718,9900000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,115.84,0,2,1,87016.57459,10080000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,117.33,0,2,1,85059.23464,9980000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.928571429,大樓,0,0,住家用,1,0,117.35,0,2,1,82914.35876,9730000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,117.46,0,2,1,78835.3482,9260000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,117.46,0,2,1,79686.70186,9360000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,117.55,0,2,1,79115.2701,9300000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,117.55,0,2,1,80561.46321,9470000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,117.55,0,2,1,81242.02467,9550000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.42,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,117.57,0,2,1,77400.69746,9100000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.28,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,119.13,0,2,1,81927.3063,9760000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,119.38,0,2,1,81504.4396,9730000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,146.62,0,3,1,86072.84136,12620000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,147.37,0,3,1,85295.51469,12570000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,147.37,0,3,1,82649.11447,12180000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.142857143,大樓,0,0,住家用,1,0,147.37,0,3,1,78577.72952,11580000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,147.37,0,3,1,84413.38129,12440000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,147.37,0,3,1,82716.97089,12190000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,147.37,0,3,1,85974.07885,12670000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.642857143,大樓,0,0,住家用,1,0,148.11,0,3,1,86354.73634,12790000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,148.11,0,3,1,82438.72797,12210000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.928571429,大樓,0,0,住家用,1,0,148.11,0,3,1,84599.28432,12530000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,148.11,0,3,1,86624.80589,12830000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,148.11,0,3,1,85409.49294,12650000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,148.12,0,3,1,82973.26492,12290000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,148.12,0,3,1,80880.36727,11980000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,148.12,0,3,1,80137.72617,11870000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.142857143,大樓,0,0,住家用,1,0,148.44,0,3,1,80369.17273,11930000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.35,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,148.6,0,3,1,85666.21803,12730000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,149.07,0,3,1,82444.48917,12290000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,1,大樓,0,0,住家用,1,0,149.07,0,3,1,83048.23237,12380000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,149.08,0,3,1,84585.45747,12610000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,149.78,0,3,1,79716.91815,11940000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.214285714,大樓,0,0,住家用,1,0,150.22,0,3,1,80748.23592,12130000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.285714286,大樓,0,0,住家用,1,0,150.53,0,3,1,77725.37036,11700000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.142857143,大樓,0,0,住家用,1,0,151.19,0,3,1,80230.17395,12130000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,151.19,0,3,1,81288.445,12290000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,151.19,0,3,1,80693.16754,12200000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,151.28,0,3,1,81504.49498,12330000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.571428571,大樓,0,0,住家用,1,0,151.93,0,3,1,83130.38899,12630000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.142857143,大樓,0,0,住家用,1,0,152.15,0,3,1,78935.26126,12010000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,169.46,0,3,1,69514.92978,11780000,平面,560000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
33.36,非,11001,0,2,0.071428571,大樓,0,0,住家用,1,0,173.87,0,3,1,86271.35216,15000000,平面,1120000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
35.16,非,11001,0,2,1,大樓,0,0,住家用,1,0,178.42,0,3,1,95168.70306,16980000,平面,1120000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,2,0.857142857,大樓,0,0,住家用,1,0,181.75,0,3,1,84181.56809,15300000,平面,1120000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.21,非,11008,0,1,0.363636364,大樓,0,0,住家用,1,0,151.2,0,3,1,78439.15344,11860000,坡道機械,560000,0,1,24.8200711,120.9592208,6.361321713,89605.64013,0
36.62,非,11001,0,2,0.928571429,大樓,0,0,住家用,1,0,187.1,0,3,1,82041.68894,15350000,平面,1150000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,2,0.785714286,大樓,0,0,住家用,1,0,187.31,0,3,1,82109.87134,15380000,平面,1150000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,2,0.642857143,大樓,0,0,住家用,1,0,186.14,0,3,1,84452.56259,15720000,平面,1170000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.28,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,117.24,0,2,1,83418.62845,9780000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,117.33,0,2,1,83525.10014,9800000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,119.76,0,2,1,79408.81764,9510000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.714285714,大樓,0,0,住家用,1,0,119.76,0,2,1,84001.33601,10060000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.35,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,119.81,0,2,1,79793.00559,9560000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
24.28,非,11001,0,1,0.785714286,大樓,0,0,住家用,1,0,122.76,0,2,1,79260.34539,9730000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.785714286,大樓,0,0,住家用,1,0,147.37,0,3,1,85091.94544,12540000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,147.37,0,3,1,85634.79677,12620000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,148.11,0,3,1,82776.3149,12260000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,148.44,0,3,1,82524.9259,12250000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,149.07,0,3,1,81907.82854,12210000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.428571429,大樓,0,0,住家用,1,0,149.08,0,3,1,82506.03703,12300000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.29,非,11001,0,1,0.928571429,大樓,0,0,住家用,1,0,149.08,0,3,1,81902.33432,12210000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.5,大樓,0,0,住家用,1,0,151.19,0,3,1,82412.85799,12460000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,151.92,0,3,1,81753.5545,12420000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,151.93,0,3,1,82801.29007,12580000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
32.82,非,11001,0,1,0.857142857,大樓,0,0,住家用,1,0,151.93,0,3,1,83591.12749,12700000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
36.62,非,11001,0,1,0.357142857,大樓,0,0,住家用,1,0,166.03,0,3,1,82033.36746,13620000,平面,590000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
33.29,非,11001,0,2,0.142857143,大樓,0,0,住家用,1,0,172.88,0,3,1,84451.64276,14600000,平面,1190000,0,1,24.822825,120.958609,6.614090137,89700.93734,0
