土地位置建物門牌(Geo),土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,交易年,交易月,交易筆棟數,建物大於1,車位數,移轉層次,總樓層數,建物型態,主要用途,建築完成年,建築完成月,屋齡缺失,屋齡,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,車位類別,車位移轉總面積平方公尺,車位總價元,特殊交易,電梯
台灣新竹市新竹市東大路二段６２２號五樓之２,新竹市新竹市東大路二段６２２號五樓之２,32.29,非,110,1,建物1車位1,0,1,五層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,12030000,坡道平面,19.36,540000,0,有
台灣新竹市新竹市東大路二段６２２號六樓之２,新竹市新竹市東大路二段６２２號六樓之２,32.29,非,110,1,建物1車位1,0,1,六層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,12240000,坡道平面,19.36,1350000,0,有
台灣新竹市新竹市東大路二段６２２號八樓之２,新竹市新竹市東大路二段６２２號八樓之２,32.29,非,110,1,建物1車位1,0,1,八層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,12480000,坡道平面,19.36,540000,0,有
台灣新竹市新竹市東大路二段６２２號十二樓之５,新竹市新竹市東大路二段６２２號十二樓之５,32.29,非,110,1,建物1車位1,0,1,十二層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,12210000,坡道平面,19.36,540000,0,有
台灣新竹市新竹市東大路二段６２２號七樓之２,新竹市新竹市東大路二段６２２號七樓之２,32.29,非,110,1,建物1車位1,0,1,七層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,12290000,坡道平面,19.36,560000,0,有
台灣新竹市新竹市東大路二段６２２號六樓之５,新竹市新竹市東大路二段６２２號六樓之５,32.29,非,110,1,建物1車位1,0,1,六層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,11870000,坡道平面,19.36,540000,0,有
台灣新竹市新竹市東大路二段６２２號六樓之３,新竹市新竹市東大路二段６２２號六樓之３,32.29,非,110,1,建物1車位1,0,1,六層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,11980000,坡道平面,19.36,560000,0,有
台灣新竹市新竹市東大路二段６２２號五樓之５,新竹市新竹市東大路二段６２２號五樓之５,32.29,非,110,1,建物1車位1,0,1,五層,十四層,大樓,住家用,113,6,1,0,148.12,3,2,2,有,11870000,坡道平面,19.36,560000,0,有
台灣新竹市新竹市林森路３２２巷２號,新竹市新竹市林森路３２２巷２號,170,住,113,7,建物2車位0,1,0,全,二層,透天厝,住家用,62,3,0,51.4,148.22,4,2,4,無,11700000,,0,0,0,無
台灣新竹市新竹市園後街４６號４樓,新竹市新竹市園後街４６號４樓,27.62,住,113,9,建物1車位1,0,1,四層,五層,華廈,住家用,82,5,0,31.4,148.26,3,2,2,有,15100000,坡道平面,0,1000000,0,有
台灣新竹市新竹市境福街２０１巷２８號三樓之１,新竹市新竹市境福街２０１巷２８號三樓之１,31.53,非,113,8,建物1車位1,0,1,三層,十一層,大樓,住家用,113,5,0,0.3,148.36,3,2,2,有,12380000,坡道機械,17.78,1250000,0,有
台灣新竹市新竹市境福街２０１巷２８號四樓之１,新竹市新竹市境福街２０１巷２８號四樓之１,31.53,非,110,8,建物1車位1,0,1,四層,十一層,大樓,住家用,113,5,1,0,148.36,3,2,2,有,11970000,坡道機械,17.78,1120000,0,有
台灣新竹市新竹市介壽一路８號五樓之３,新竹市新竹市介壽一路８號五樓之３,17.95,住,113,8,建物1車位1,0,1,五層,二十層,大樓,住家用,112,6,0,1.2,148.42,3,2,2,有,33500000,坡道平面,34.14,0,0,有
台灣新竹市新竹市東大路二段６２２號二樓之１,新竹市新竹市東大路二段６２２號二樓之１,32.29,非,110,1,建物1車位1,0,1,二層,十四層,大樓,住家用,113,6,1,0,148.44,3,2,2,有,11930000,坡道平面,19.68,560000,0,有
台灣新竹市新竹市東大路二段６２２號五樓之１,新竹市新竹市東大路二段６２２號五樓之１,32.29,非,110,1,建物1車位1,0,1,五層,十四層,大樓,住家用,113,6,1,0,148.44,3,2,2,有,12250000,坡道平面,19.68,590000,0,有
台灣新竹市新竹市東大路二段１７２巷４１號７樓,新竹市新竹市東大路二段１７２巷４１號７樓,54.16,住,113,8,建物1車位0,0,0,七層,七層,華廈,住家用,86,10,0,26.8,148.49,3,2,2,有,12250000,,0,0,1,有
台灣新竹市新竹市東大路二段６２２之１０號八樓之１,新竹市新竹市東大路二段６２２之１０號八樓之１,32.35,非,110,1,建物1車位1,0,1,八層,十四層,大樓,住家用,113,6,1,0,148.6,3,2,2,有,12730000,坡道平面,19.68,560000,0,有
台灣新竹市新竹市東大路二段１７２巷３１號７樓,新竹市新竹市東大路二段１７２巷３１號７樓,54.35,住,113,10,建物1車位0,0,0,七層,七層,華廈,住家用,86,10,0,27,148.65,3,2,2,有,11000000,,0,0,0,有
台灣新竹市新竹市光華二街７２巷３８－１號５樓－１,新竹市新竹市光華二街７２巷３８－１號５樓－１,18.11,住,113,8,建物1車位1,0,1,五層,八層,華廈,住家用,83,4,0,30.4,148.69,3,2,2,有,16500000,坡道平面,0,0,0,有
台灣新竹市新竹市金雅東街６號六樓之２,新竹市新竹市金雅東街６號六樓之２,29.98,非,113,6,建物1車位1,0,1,六層,十層,華廈,住家用,108,10,0,4.6,148.89,3,2,2,有,21360000,坡道平面,33.11,0,0,有
台灣新竹市新竹市東大路二段６２２之１０號十樓之２,新竹市新竹市東大路二段６２２之１０號十樓之２,32.29,非,110,2,建物1車位1,0,1,十層,十四層,大樓,住家用,113,6,1,0,149.07,3,2,2,有,12740000,坡道平面,20.32,540000,0,有
台灣新竹市新竹市東大路二段６２２之１０號五樓之２,新竹市新竹市東大路二段６２２之１０號五樓之２,32.29,非,110,1,建物1車位1,0,1,五層,十四層,大樓,住家用,113,6,1,0,149.07,3,2,2,有,12210000,坡道平面,20.32,590000,0,有
台灣新竹市新竹市東大路二段６２２之１０號七樓之２,新竹市新竹市東大路二段６２２之１０號七樓之２,32.29,非,110,1,建物1車位1,0,1,七層,十四層,大樓,住家用,113,6,1,0,149.07,3,2,2,有,12290000,坡道平面,20.32,560000,0,有
台灣新竹市新竹市東大路二段６２２之１０號十四樓之２,新竹市新竹市東大路二段６２２之１０號十四樓之２,32.29,非,110,1,建物1車位1,0,1,十四層,十四層,大樓,住家用,113,6,1,0,149.07,3,2,2,有,12380000,坡道平面,20.32,560000,0,有
台灣新竹市新竹市東大路二段６２２號六樓之１,新竹市新竹市東大路二段６２２號六樓之１,32.29,非,110,1,建物1車位1,0,1,六層,十四層,大樓,住家用,113,6,1,0,149.08,3,2,2,有,12300000,坡道平面,20.32,590000,0,有
台灣新竹市新竹市東大路二段６２２號九樓之３,新竹市新竹市東大路二段６２２號九樓之３,32.29,非,110,1,建物1車位1,0,1,九層,十四層,大樓,住家用,113,6,1,0,149.08,3,2,2,有,12430000,坡道平面,20.32,540000,0,有
台灣新竹市新竹市東大路二段６２２號十三樓之５,新竹市新竹市東大路二段６２２號十三樓之５,32.29,非,110,1,建物1車位1,0,1,十三層,十四層,大樓,住家用,113,6,1,0,149.08,3,2,2,有,12210000,坡道平面,20.32,590000,0,有
台灣新竹市新竹市東大路二段６２２號十二樓之２,新竹市新竹市東大路二段６２２號十二樓之２,32.29,非,110,1,建物1車位1,0,1,十二層,十四層,大樓,住家用,113,6,1,0,149.08,3,2,2,有,12610000,坡道平面,20.32,560000,0,有
台灣新竹市新竹市關新路１９巷５０號八樓,新竹市新竹市關新路１９巷５０號八樓,16.69,住,113,9,建物1車位1,0,1,八層,十四層,大樓,辦公用,97,10,0,15.9,149.17,3,2,2,有,28150000,坡道平面,0,0,0,有
台灣新竹市新竹市東大路二段６２２號三樓之３,新竹市新竹市東大路二段６２２號三樓之３,32.29,非,110,1,建物1車位1,0,1,三層,十四層,大樓,住家用,113,6,1,0,149.19,3,2,2,有,11800000,坡道平面,20.43,610000,0,有
台灣新竹市新竹市明湖路２４３巷１６０號,新竹市新竹市明湖路２４３巷１６０號,34.46,住,110,5,建物1車位1,0,1,一層,七層,華廈,住家用,113,4,1,0,149.24,2,2,1,有,12950000,坡道平面,51.31,1050000,0,有
台灣新竹市新竹市東大路二段６２２號二樓之５,新竹市新竹市東大路二段６２２號二樓之５,32.29,非,110,1,建物1車位1,0,1,二層,十四層,大樓,住家用,113,6,1,0,149.3,3,2,2,有,11570000,坡道平面,20.54,540000,0,有
台灣新竹市新竹市東大路二段６２２之３號十四樓之２,新竹市新竹市東大路二段６２２之３號十四樓之２,32.82,非,110,11,建物1車位1,0,1,十四層,十四層,大樓,住家用,113,6,1,0,149.46,3,2,2,有,16970000,坡道平面,18.61,1970000,0,有
台灣新竹市新竹市東大路二段６２２之３號三樓之２,新竹市新竹市東大路二段６２２之３號三樓之２,32.82,非,110,1,建物1車位1,0,1,三層,十四層,大樓,住家用,113,6,1,0,149.46,3,2,2,有,11880000,坡道平面,18.61,500000,0,有
